representation,method,candidate_id,parameters,seed,n_samples,n_clusters,n_clusters_including_noise,n_noise,noise_fraction,largest_non_noise_cluster_share,internal_valid,silhouette,davies_bouldin,calinski_harabasz,runtime_seconds,cluster_sizes,n_clusters_excluding_noise,selection,deployment_acceptable,selection_status,scenario_type,scenario_id,included_features,dropped_features,n_features,ari_vs_compact_deployment,ari_vs_rich_deployment
through_block_activity,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.9833603549790938,True,0.7696338553804045,0.6771723950988758,4810.020493358993,0.08254341699648649,"{""0"":11524,""1"":195}",2,unconstrained_silhouette,False,silhouette_max_unconstrained,progressive_block,through_block_activity,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days""]","[""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",5,0.058182890300642366,0.04621467865991403
through_block_activity,kmeans,kmeans_k03,"{""init"":""k-means++"",""n_clusters"":3,""n_init"":20}",20260801.0,11719,3,3,0,0.0,0.7515999658673949,True,0.40267369440502104,1.0710643783057692,5524.140006473145,0.19264562503667548,"{""0"":8808,""1"":2791,""2"":120}",3,deployment_acceptable,True,silhouette_max_with_constraints,progressive_block,through_block_activity,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days""]","[""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",5,0.1831880655264562,0.3339285329568767
through_block_conversion,classix,classix_r1.10_m5_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":5,""post_alloc"":false,""radius"":1.1,""sorting"":""pca""}",,11719,2,2,0,0.0,0.9994026794095059,True,0.8331003631002304,0.2827496803076618,365.4469630356376,0.017677916039247066,"{""0"":11712,""1"":7}",2,unconstrained_silhouette,False,silhouette_max_unconstrained,progressive_block,through_block_conversion,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view""]","[""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",7,0.010730176151483407,0.00858855933562175
through_block_conversion,classix,classix_r0.45_m10_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.45,""sorting"":""pca""}",,11719,8,8,0,0.0,0.8970901954091646,True,0.2886815569661621,1.248878323133487,867.1218430303809,0.10780716699082404,"{""0"":47,""1"":29,""2"":29,""3"":937,""4"":10513,""5"":34,""6"":63,""7"":67}",8,deployment_acceptable,True,silhouette_max_with_constraints,progressive_block,through_block_conversion,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view""]","[""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",7,0.9086074190667031,0.09240561135022633
through_block_conversion,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.7382029183377421,True,0.3151527905908596,1.4498693823975008,3329.5925816963722,0.09049554099328816,"{""0"":8651,""1"":3068}",2,unconstrained_silhouette,True,silhouette_max_unconstrained,progressive_block,through_block_conversion,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view""]","[""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",7,0.1364322464711329,0.3538944980689111
through_block_conversion,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.7382029183377421,True,0.3151527905908596,1.4498693823975008,3329.5925816963722,0.09049554099328816,"{""0"":8651,""1"":3068}",2,deployment_acceptable,True,silhouette_max_with_constraints,progressive_block,through_block_conversion,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view""]","[""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",7,0.1364322464711329,0.3538944980689111
through_block_temporal_engagement,classix,classix_r1.60_m1_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":1,""post_alloc"":false,""radius"":1.6,""sorting"":""pca""}",,11719,4,4,0,0.0,0.9994880109224337,True,0.8083479907089272,0.2654198138067841,105.19592733989313,0.010516542010009289,"{""0"":3,""1"":11713,""2"":2,""3"":1}",4,unconstrained_silhouette,False,silhouette_max_unconstrained,progressive_block,through_block_temporal_engagement,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m""]","[""distinct_top_categories"",""top_category_share""]",10,0.004141255007217036,0.007364495365987078
through_block_temporal_engagement,classix,classix_r0.55_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.55,""sorting"":""pca""}",,11719,7,8,426,0.03635122450721051,0.9215443194899495,True,0.13688516365241093,1.107133798445994,312.6648642609465,1.9918316670227796,"{""-1"":426,""884"":16,""933"":15,""1121"":756,""1129"":10407,""1139"":28,""1140"":41,""1145"":30}",7,deployment_acceptable,True,silhouette_max_with_constraints,progressive_block,through_block_temporal_engagement,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m""]","[""distinct_top_categories"",""top_category_share""]",10,0.8609717152278407,0.1264126216392453
through_block_temporal_engagement,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.6721563273316836,True,0.37775897874935593,1.202817015550255,5473.562581891039,0.05083487497176975,"{""0"":7877,""1"":3842}",2,unconstrained_silhouette,True,silhouette_max_unconstrained,progressive_block,through_block_temporal_engagement,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m""]","[""distinct_top_categories"",""top_category_share""]",10,0.05121011213243765,0.728644086429536
through_block_temporal_engagement,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.6721563273316836,True,0.37775897874935593,1.202817015550255,5473.562581891039,0.05083487497176975,"{""0"":7877,""1"":3842}",2,deployment_acceptable,True,silhouette_max_with_constraints,progressive_block,through_block_temporal_engagement,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m""]","[""distinct_top_categories"",""top_category_share""]",10,0.05121011213243765,0.728644086429536
through_block_category_behaviour,classix,classix_r1.75_m1_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":1,""post_alloc"":false,""radius"":1.75,""sorting"":""pca""}",,11719,3,3,0,0.0,0.9997440054612168,True,0.7919012072365612,0.2978836820322499,54.757120258118235,0.009288124972954392,"{""0"":11716,""1"":2,""2"":1}",3,unconstrained_silhouette,False,silhouette_max_unconstrained,progressive_block,through_block_category_behaviour,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",[],12,-0.00045984244975377206,0.003687154756574799
through_block_category_behaviour,classix,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",,11719,3,4,218,0.018602269818243877,0.8982697156768976,True,0.2909136336788067,0.859209473469003,1516.9199025705768,1.5221280420082621,"{""-1"":218,""576"":33,""684"":1137,""689"":10331}",3,deployment_acceptable,True,silhouette_max_with_constraints,progressive_block,through_block_category_behaviour,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",[],12,0.06812498255765208,1.0
through_block_category_behaviour,kmeans,kmeans_k04,"{""init"":""k-means++"",""n_clusters"":4,""n_init"":20}",20260801.0,11719,4,4,0,0.0,0.5794009727792474,True,0.3510893981941017,1.0403753373425388,3923.3619216533416,0.10898025002097711,"{""0"":6790,""1"":3607,""2"":166,""3"":1156}",4,unconstrained_silhouette,True,silhouette_max_unconstrained,progressive_block,through_block_category_behaviour,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",[],12,0.01397446272936289,1.0
through_block_category_behaviour,kmeans,kmeans_k04,"{""init"":""k-means++"",""n_clusters"":4,""n_init"":20}",20260801.0,11719,4,4,0,0.0,0.5794009727792474,True,0.3510893981941017,1.0403753373425388,3923.3619216533416,0.10898025002097711,"{""0"":6790,""1"":3607,""2"":166,""3"":1156}",4,deployment_acceptable,True,silhouette_max_with_constraints,progressive_block,through_block_category_behaviour,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",[],12,0.01397446272936289,1.0
